,Name,SMILES
6326,BRD-K49416420,CN1CCN(CC1)C(=O)C[C@@H]1CC[C@@H]2[C@H](COC[C@@H](O)CN2C(=O)C2CCCC2)O1
6327,BRD-K25908268,NC1(CCCC1)C(=O)O
6328,BRD-K36940662,OC[C@@H]1O[C@@H](C[C@H]2[C@@H]1Oc1ccc(cc12)NC(=O)NC1CCCC1)CC(=O)NCc1ccc(cc1)Oc1ccccc1
6329,BRD-K42066031,CC(C)[Si](O[C@H](c1ccccc1)c1cn(nn1)Cc1ccccc1)(C#CCCc1ccccc1)C(C)C
6330,BRD-K87080999,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@@]1([C@@H]([C@@H]3N([C@H]([C@H](OC3=O)c3ccccc3)c3ccccc3)[C@@H]1c1ccc(cc1)OCCO)C(=O)NCC=C)C(=O)N2
6331,BRD-K51885093,OC(=O)c1cccnc1C(=O)O
6332,BRD-A18705706,OC[C@H]1O[C@@H]([C@@H](O)[C@@H]1O)N1C=CC=NC1=O
6333,BRD-K12573779,C[C@]1([C@@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)c2ccccc21)c1ccc(cc1)CO)C(=O)O
6334,BRD-K10548226,COCCCNC(=O)[C@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6335,BRD-A01638059,NC1=NC(=O)c2ncn(c2N1)[C@H]1C[C@H](O)[C@@H](CO)O1
6336,BRD-K25065206,C[C@@H]1CN([C@H](C)CO)S(=O)(=O)c2ccc(cc2O[C@@H]1CN(C)Cc1ccccc1F)C#CCN(C)C
6337,BRD-K11657229,OCCCOc1ccc(cc1)C1=N[C@@](Cc2ccccc2)([C@@H](O1)c1ccccc1)C(=O)NCCN1CCOCC1
6338,BRD-K15633708,C[C@@H]1CN([C@@H](C)CO)C(=O)c2cc(cnc2O[C@H]1CN(C)S(=O)(=O)c1ccccc1)Br
6339,BRD-K52771897,CCOC(=O)[C@H]1C/C=C/C[C@H](C(=O)OCC)C(=O)O[C@H]2[C@H](OC(=O)c3c(cccc3OC)OC)[C@@H](CO)O[C@H](OC)[C@@H]2OC1=O
6340,BRD-K75067939,COc1ccc(cc1)NC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)Br
6341,BRD-K32650485,C[C@@H]1CCCCO[C@@H](CN(C)Cc2ccc3c(c2)OCO3)[C@H](C)CN([C@@H](C)CO)C(=O)c2cc(ccc2O1)NS(=O)(=O)c1ccc(cc1)Cl
6342,BRD-K95880820,OCCN1CCN(CC1)c1ncnc2n(cnc12)[C@H]1CN(C[C@@H](CO)O1)Cc1ccc(cc1)F
6343,BRD-K58815849,COc1ccc(cc1)[Si](C)(C)[C@@H]1[C@@H](C)[C@@]2(O[C@H]1CCO)C(=O)N(Cc1cccc(c1)N1CCCCC1=O)c1ccccc12
6344,BRD-K89057473,OCCN1CCN(CC1)c1ncnc2n(cnc12)[C@H]1CN(C[C@@H](CO)O1)Cc1ccccc1
6345,BRD-K69352263,COC1=C(Oc2cc(c(c(c2C1=O)O)OC)O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(c(c1)O)OC
6346,BRD-K02642997,CC(=O)n1nc(nc1N)-c1cccnc1
6347,BRD-K56179300,CC(=CCC[C@@](C)(O)C=C)C
6348,BRD-K33776933,CN1CCN(CC1)C(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@H](O)CN2C(=O)Nc2ccc3c(c2)OCO3)O1
6349,BRD-K49318673,CCCC(=O)Nc1ccc2c(c1)C(=O)N(C)C[C@@H](OC)[C@@H](C)CN([C@H](C)CO2)S(=O)(=O)c1cn(cn1)C
6350,BRD-K83717105,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@]1([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]1c1ccc(cc1)O)C(=O)N1CCc3cc(c(cc3C1)OC)OC)C(=O)N2
6351,BRD-K72531819,O[C@@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)C(=O)Nc1ccc(c(c1)Cl)Cl)CC(=O)NCc1ccc(c(c1)Cl)Cl
6352,BRD-K21196594,CC(=O)n1cc(c2ccccc12)[C@H]1C[C@@H](OCc2ccc(cc2)CO)OC(=C1)C(=O)N1CCCCCCC1
6353,BRD-K71006901,COc1ccc(cc1)C1=C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(=O)c2c(cc(cc2O1)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)O
6354,BRD-K95900083,CO[C@@H](CCO)[C@@H](O)c1ccc(c(c1)F)O
6355,BRD-K03824818,CNC(=O)C[C@@H]1CC[C@@H]2[C@H](COc3ccc(cc3C(=O)N2C)NC(=O)c2ccc(cc2)C(F)(F)F)O1
6356,BRD-K93470085,COc1ccc(cc1)COC[C@@]12Oc3ccccc3[C@H]([C@H]2COC(=O)c2ccccc2)N2CCCSC2=N1
6357,BRD-K20986434,OC[C@H]1O[C@@H](OCCc2ccc(c(c2)O)O)[C@H](O)[C@@H](O)[C@@H]1OC(=O)/C=C/c1ccc(c(c1)O)O
6358,BRD-K19933889,Oc1ccc(cc1)[C@@H]1[C@@H](C[C@H]2N1C(=O)[C@@H]1CCCN1C2=O)C(=O)OCCOc1ccc(cc1)[C@H]1N2[C@@H]([C@@H](C(=O)OCC=C)[C@]11C(=O)Nc3ccc(cc31)I)C(=O)O[C@@H]([C@@H]2c1ccccc1)c1ccccc1
6359,BRD-K56865671,COc1cccc(c1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@H](CC[C@H]21)CC(=O)N1CCN(CC1)c1ccccc1
6360,BRD-K55170554,OC[C@H]1O[C@@H](OCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O
6361,BRD-K99615821,COc1ccc(cc1)S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@H](CC[C@@H]21)CC(=O)N[C@@H]1CCN(C1)Cc1ccccc1
6362,BRD-K08486545,CO[C@H]1C[C@@H](O[C@H](C)[C@H]1O)O[C@H]1CC[C@]2(C=O)[C@H]3CC[C@]4(C)[C@H](CC[C@]4(O)[C@@H]3CC[C@]2(O)C1)C1=CC(=O)OC1
6363,BRD-K18784898,Cc1ccc(cc1)S(=O)(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC[C@H]21)CC(=O)N[C@@H]1CCN(C1)Cc1ccccc1
6364,BRD-K30509373,OC[C@H]1O[C@H](S/C(=N/OS(=O)(=O)O)Cc2ccc(cc2)O)[C@H](O)[C@@H](O)[C@@H]1O
6365,BRD-A46361890,CO[C@@H]1[C@@H](O)[C@H](O)[C@H](O)[C@H](O)[C@@H]1O
6366,BRD-K22016520,CC(C)[Si]1(OCc2c(c(nc(c21)-c1ccccc1)-c1ccc(o1)-c1ccc(c(c1)Cl)Cl)C)C(C)C
6367,BRD-A59374957,Nc1ncnc2n(cnc12)[C@H]1C[C@H](O)[C@@H](CO)O1
6368,BRD-A64092382,C[C@@H](N)COc1c(cccc1C)C
6369,BRD-K49503717,CC(C)Cc1ccc(cc1)/C=C/C=O
6370,BRD-K18837863,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1I)CO)C(=O)NCc1ccccc1
6371,BRD-K27604113,CC(C)CNC(=O)[C@H]1[C@@H](N(Cc2cc(cc(c2)C(F)(F)F)F)C(=O)c2ccccc21)c1ccc(cc1)CO
6372,BRD-K62243138,CC(C)CNC(=O)[C@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1)CO)Sc1ccc(cc1)C
6373,BRD-K61445070,O[C@@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)S(=O)(=O)c1ccc(cc1)Cl)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1
6374,BRD-K02676560,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)C(=O)NC1CC1
6375,BRD-K46493214,O=C1NS(=O)(=O)c2ccccc21
6376,BRD-K59886432,Cc1ccc(cc1)S[C@@]1(CC(=O)N(C2Cc3ccccc3C2)[C@@H]1c1ccc(cc1I)CO)C(=O)NCC(F)(F)F
6377,BRD-K95415018,O[C@@H]1COC[C@H]2O[C@@H](CC[C@@H]2N(C1)S(=O)(=O)c1ccccc1)CC(=O)N1CCc2ccccc2C1
6378,BRD-K59230519,CC(C)NC(=O)[C@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6379,BRD-K49969612,CS(=O)(=O)CCCCN=C=S
6380,BRD-K14094494,CC(C)CNC(=O)[C@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1)CO)Sc1ccc(cc1)C
6381,BRD-K21270476,CC[C@@H](O[Si](C#C[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C)c1cn(nn1)Cc1cccc(c1)Cl
6382,BRD-K19947559,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)C(=O)NCc1ccccc1
6383,BRD-K18887817,CC[C@@H](O[Si](C#C[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C)c1cn(nn1)[C@H](CO)Cc1ccccc1
6384,BRD-K86211834,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@]1([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]1c1ccc(cc1)O)C(=O)NC[C@H](O)c1ccccc1)C(=O)N2
6385,BRD-K22052171,O[C@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)S(=O)(=O)c1ccccc1F)CC(=O)N1CCC(CC1)Cc1ccccc1
6386,BRD-K00044672,COc1cc(ccc1OCc1ccc(cc1C(F)(F)F)C(F)(F)F)/C=C(\C#N)C(=O)Nc1nnc(s1)C(F)(F)F
6387,BRD-K83734052,O[C@@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)C(=O)c1cnccn1)CC(=O)NCc1ccc(cc1)Oc1ccccc1
6388,BRD-K16154571,COc1ccc(cc1)[Si](C)(C)[C@H]1[C@H](C)[C@]2(O[C@@H]1CCn1cc(nn1)[C@H](O)c1ccccc1)C(=O)N(Cc1ccc(cc1)N1CCC1=O)c1ccccc12
6389,BRD-K42231899,OCCOc1ccc(cc1)[C@@H]1N2[C@H]([C@H](C(=O)NC[C@H](O)c3ccccc3)[C@@]11C(=O)Nc3ccccc31)C(=O)O[C@H]([C@H]2c1ccccc1)c1ccccc1
6390,BRD-K43074231,COc1ccc(cc1)COC[C@@]12Oc3ccccc3[C@H]([C@H]2CO[Si](C)(C)C(C)(C)C)N(C(=O)c2ccccc2)C(=N1)SCC=C
6391,BRD-K16092754,OCCCOc1ccc(cc1)C1=N[C@]2(CCS(=O)(=O)c3ccccc3)[C@H](O1)c1ccccc1CN(Cc1ccccc1)C2=O
6392,BRD-K33377378,CC(=N)NCCC[C@H](N)C(=O)O
6393,BRD-K93967095,NC(=O)[C@@H]1[C@@H]2N([C@H]([C@H](OC2=O)c2ccccc2)c2ccccc2)[C@H](c2ccc(cc2)OCCO)[C@@]11C(=O)Nc2ccc(cc21)C#CC1=CCCCC1
6394,BRD-K96609614,CCc1cccc(c1)NC(=O)O[C@@H]1[C@@H](CO)O[C@H](OC)[C@@H](OC(=O)Nc2ccccc2-c2ccccc2)[C@H]1OC(=O)Nc1ccccc1-c1ccccc1
6395,BRD-K82206042,COCCOC(=O)N1C(=O)[C@@]2([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]2c2ccccc2OCCO)C(=O)NC[C@H](O)c2ccccc2)c2cc(ccc21)C#CC1=CCCCC1
6396,BRD-K10142948,COc1ccc(cc1)CNC(=O)C[C@H]1CC[C@@H]2[C@H](COc3ccc(cc3C(=O)N2C)NC(=O)C2CC2)O1
6397,BRD-K74821525,OCCCOc1ccc(cc1)C1=N[C@](Cc2ccccc2N=[N+]=[N-])([C@H](O1)c1ccccc1)C(=O)NCc1ccccc1
6398,BRD-A08251983,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O/N=[N+](\[O-])N1CCCC1
6399,BRD-K41686883,OCCOc1cccc(c1)[C@H]1[C@H](C[C@@H]2N1C(=O)[C@H](Cc1ccccc1)NC2=O)C(=O)OCCOc1ccc(cc1)[C@@H]1N2[C@H]([C@H](C(=O)OCC=C)[C@@]11C(=O)Nc3ccccc31)C(=O)O[C@H]([C@H]2c1ccccc1)c1ccccc1
6400,BRD-K24468993,COc1ccc(cc1)[Si](C)(C)[C@H]1[C@H](C)[C@]2(O[C@@H]1CCO)C(=O)N(Cc1ccccc1)c1ccc(cc12)N1CCCCC1=O
6401,BRD-K25704737,CC(C)NC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#Cc1ccc(cc1)F
6402,BRD-K38776775,Cc1ccc(cc1)S[C@@]1(CC(=O)N(C2CCCCC2)[C@@H]1c1ccc(cc1I)CO)C(=O)NCc1ccccc1
6403,BRD-K72251412,CC(=O)NCCCC[C@@H]1NC(=O)[C@H]2C[C@H]([C@H](N2C1=O)c1cccc(c1)OCCO)C(=O)OCCOc1ccc(cc1)[C@@H]1N2[C@H]([C@H](C(=O)OCC=C)[C@@]11C(=O)Nc3ccc(cc31)I)C(=O)O[C@H]([C@H]2c1ccccc1)c1ccccc1
6404,BRD-K10141847,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@@]1([C@@H]([C@@H]3N([C@H]([C@H](OC3=O)c3ccccc3)c3ccccc3)[C@@H]1c1ccccc1OCCO)C(=O)NCC=C)C(=O)N2
6405,BRD-K41292084,CN(C)CCCCCCNC(=O)[C@H]1C[C@@H]2N([C@H]1c1ccc(cc1)O)C(=O)[C@H](CCCCNC(=O)C)NC2=O
6406,BRD-K76343106,COCCCNC(=O)[C@@]1(Cc2ccccc2N=[N+]=[N-])N=C(O[C@H]1c1ccccc1N=[N+]=[N-])c1ccc(cc1)OCCCO
6407,BRD-K30117995,OCCOc1cccc(c1)[C@@H]1[C@@H](C[C@H]2N1C(=O)[C@@H]1CCCN1C2=O)C(=O)OCCOc1ccc(cc1)[C@H]1N2[C@@H]([C@@H](C(=O)OCC=C)[C@]11C(=O)Nc3ccc(cc31)I)C(=O)O[C@@H]([C@@H]2c1ccccc1)c1ccccc1
6408,BRD-K81982929,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1)CO)C(=O)NCC(F)(F)F
6409,BRD-K69727441,CC(C)[Si](O[C@H](c1ccccc1)c1cn(nn1)Cc1ccccc1)(C#C[Si](C(C)C)(C(C)C)C(C)C)C(C)C
6410,BRD-K72560291,CC(C)NC(=O)[C@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6411,BRD-K66376794,CC[C@@H](O[Si](C#C[Si](C(C)C)(C(C)C)C(C)C)(C(C)C)C(C)C)c1cn(nn1)[C@H](C)c1ccccc1
6412,BRD-K72653910,COc1ccc(cc1)CCNC(=O)[C@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6413,BRD-K03568070,CC(=CCC/C(=C/CO)C)C
6414,BRD-K49072177,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)C(=O)NC1CC1
6415,BRD-K81293267,Cc1ccc(cc1)S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@@H](CC[C@@H]21)CC(=O)N[C@@H]1CCN(C1)Cc1ccccc1
6416,BRD-K90019679,CCCNC(=O)[C@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1)CO)Sc1ccc(cc1)C
6417,BRD-K13897113,Cc1ccc(cc1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@H](CC[C@H]21)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1
6418,BRD-K49554464,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)C(=O)NCC(F)(F)F
6419,BRD-K97048125,COc1ccc(cc1)S(=O)(=O)N1C[C@@H](O)COC[C@H]2O[C@@H](CC[C@@H]21)CC(=O)N[C@@H]1CCN(C1)Cc1ccccc1
6420,BRD-K04065956,COc1ccc(cc1)CCNC(=O)[C@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6421,BRD-K29128912,OCCOc1ccc(cc1)[C@H]1N2[C@@H]([C@@H](C(=O)N3CCCCCCC3)[C@]11C(=O)Nc3ccc(cc31)C#CC1(O)CCCCCC1)C(=O)O[C@@H]([C@@H]2c1ccccc1)c1ccccc1
6422,BRD-K21203549,OCc1ccc(cc1)[C@@H]1N(Cc2ccccc2Cl)C(=O)c2ccccc2[C@@]11Cc2ccccc2N(C2CC2)C1=O
6423,BRD-K41354272,COc1ccc(cc1)S(=O)(=O)N1C[C@H](O)COC[C@@H]2O[C@H](CC[C@H]21)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1
6424,BRD-K49798746,COCCCNC(=O)[C@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1)CO)Sc1ccc(cc1)C
6425,BRD-K68191086,O[C@@H]1COC[C@@H]2O[C@@H](CC[C@H]2N(C1)S(=O)(=O)c1ccc(cc1)F)CC(=O)N[C@@H]1CCN(C1)Cc1ccccc1
6426,BRD-K42204943,CCCNC(=O)[C@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6427,BRD-K71405581,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)S(=O)(=O)c1ccc(cc1)F)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1
6428,BRD-K61446612,CC(C)NC(=O)[C@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6429,BRD-K96735990,CN1C(=O)N(C)c2nc(n(c2C1=O)C)SCSc1nc2c(n1C)C(=O)N(C)C(=O)N2C
6430,BRD-K65886913,CCCNC(=O)[C@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6431,BRD-K17139153,COc1ccc(cc1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@@H](CC[C@H]21)CC(=O)N[C@H]1CCN(C1)Cc1ccccc1
6432,BRD-K06721596,CC(=O)n1cc(c2ccccc12)[C@@H]1C[C@H](OCc2ccc(cc2)CO)OC(=C1)C(=O)N1CCCCCCC1
6433,BRD-K50953617,CN(C)CCCCCCNC(=O)[C@@H]1C[C@H]2N([C@@H]1c1ccc(cc1)O)C(=O)[C@H](CCCCNC(=O)C)NC2=O
6434,BRD-K68672144,COCCOC(=O)N1C(=O)[C@@]2([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]2c2ccc(cc2)O)C(=O)N2CCc3cc(c(cc3C2)OC)OC)c2ccccc21
6435,BRD-K06906614,COc1ccc(cc1)NC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)Br
6436,BRD-K78708144,OCc1ccc(cc1)CO[C@H]1C[C@H](C=C(O1)C(=O)NCc1ccccc1)c1ccc(cc1)Br
6437,BRD-K10999575,CCCC#Cc1cnc2c(c1)C(=O)N(C[C@H](C)[C@H](CN(C)C(=O)c1ccc3c(c1)OCO3)O2)[C@H](C)CO
6438,BRD-K93337676,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@]1([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]1c1ccccc1OCCO)C(=O)N1CCc3cc(c(cc3C1)OC)OC)C(=O)N2
6439,BRD-K57207533,COc1ccc(cc1)[Si](C)(C)[C@H]1[C@H](C)[C@]2(O[C@@H]1CC(=O)N1Cc3ccccc3C[C@H]1CO)C(=O)N(C)c1c(cc(cc12)C)Br
6440,BRD-K75523198,COc1ccc(cc1)C#Cc1ccc2c(c1)[C@]1([C@H]([C@H]3N([C@@H]([C@@H](OC3=O)c3ccccc3)c3ccccc3)[C@H]1c1ccc(cc1)OCCO)C(=O)NC[C@H](O)c1ccccc1)C(=O)N2
6441,BRD-K35380467,O[C@@H]1COC[C@H]2O[C@H](CC[C@@H]2N(C1)S(=O)(=O)c1ccc(cc1)F)CC(=O)NCc1ccc(c(c1)Cl)Cl
6442,BRD-K81516456,COC(=O)c1c(oc(c1C(=O)OC)C(=O)C)CC[C@@H](CO)NC(=O)N1CCC[C@H]1Cn1cc(nn1)C1(O)CCCCC1
6443,BRD-A42649439,CN1N=C(N)c2cn(c3ncnc1c23)[C@H]1O[C@@H](CO)[C@@H](O)[C@@H]1O
6444,BRD-K78680669,OCc1ccc(cc1)CO[C@H]1C[C@H](C=C(O1)C(=O)N1CCN(CC1)Cc1ccc2c(c1)OCO2)C1CC1
6445,BRD-K17693482,CC(=O)OCCNC(=O)c1cccnc1
6446,BRD-K62250435,Oc1ccc(cc1)[C@@H]1[C@@H](C[C@H]2N1C(=O)CNC2=O)C(=O)NCCCCCCNC(=O)CS
6447,BRD-A61824095,OC(=O)C12C3CCC4C5C3C2C5(C41)C(=O)O
6448,BRD-K97211307,COCCOC(=O)N1C(=O)[C@]2([C@@H]([C@@H]3N([C@H]([C@H](OC3=O)c3ccccc3)c3ccccc3)[C@@H]2c2ccc(cc2)OCCO)C(=O)NCC=C)c2cc(ccc21)C#Cc1ccc(cc1)OC
6449,BRD-K48035058,COC(=O)C[C@@H]1CC[C@H]2[C@@H](COC[C@@H](O)CN2S(=O)(=O)c2cn(cn2)C)O1
6450,BRD-K64280645,OCc1ccc(cc1)CO[C@@H]1C[C@@H](C=C(O1)C(=O)N1CCN(CC1)Cc1ccc2c(c1)OCO2)c1ccc(cc1)C(F)(F)F
6451,BRD-K68950494,C[C@H]1CN([C@@H](C)CO)C(=O)Cc2cc(ccc2O[C@H]1CN(C)Cc1ccc(cc1)Oc1ccccc1)NS(=O)(=O)c1ccc(cc1)C
6452,BRD-K70327712,CC(C)C[C@@H]1NC(=O)[C@H]2C[C@H]([C@H](N2C1=O)c1ccc(cc1)O)C(=O)OCCOc1ccc(cc1)[C@@H]1N2[C@H]([C@H](C(=O)OCC=C)[C@@]11C(=O)Nc3ccc(cc31)I)C(=O)O[C@H]([C@H]2c1ccccc1)c1ccccc1
6453,BRD-A79149210,OC(=O)[C@@H](Cc1ccc(c(c1)O)O)OC(=O)/C=C/c1ccc2c(c1)O[C@H]([C@H](O2)c1ccc(c(c1)O)O)C(=O)O
6454,BRD-K62514994,COc1ccc(cc1)[Si](C)(C)[C@H]1[C@H](C)[C@]2(O[C@@H]1CCn1cc(nn1)[C@H](O)c1ccccc1)C(=O)N(Cc1cccc(c1)N1CCC1=O)c1ccccc12
6455,BRD-K26048698,C[C@@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@H]1CN(C)C(=O)Nc1ccc(cc1)N1CCCCC1
6456,BRD-K00816165,C[N+](C)(C)CCCC[C@@H]1NC(=O)[C@@H]2C[C@@H]([C@@H](N2C1=O)c1cccc(c1)OCCO)C(=O)NCc1ccc(cc1)F
6457,BRD-K58514045,COc1ccc(cc1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@H](CC[C@H]21)CC(=O)N[C@@H]1CCN(C1)Cc1ccccc1
6458,BRD-K15025541,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1)CO)C(=O)NC1CC1
6459,BRD-K63329579,C/C(=N\NC(=O)CCCCCC(=O)Nc1ccccc1O)C[P+](c1ccccc1)(c1ccccc1)c1ccccc1
6460,BRD-K51495005,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)C(=O)NCc1ccccc1
6461,BRD-K91057007,O[C@@H](/C=N/NC(=O)CCCCCC(=O)Nc1ccccc1O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O
6462,BRD-K72818290,CC(C)N1[C@H](c2ccc(cc2)CO)[C@@](CC1=O)(Sc1ccc(cc1)C)C(=O)NCCN1CCOCC1
6463,BRD-K28250205,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)/C=N/NC(=O)CCCCCC(=O)Nc1ccccc1O
6464,BRD-K29864292,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1)CO)C(=O)NC1CC1
6465,BRD-K18880261,Oc1ccccc1NC(=O)CCCCCC(=O)N/N=C/C[P+](c1ccccc1)(c1ccccc1)c1ccccc1
6466,BRD-K87654742,CC(C)NC(=O)[C@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1)CO)Sc1ccc(cc1)C
6467,BRD-K42926222,COC(=O)c1[nH]c(c(c1O)O)C(=O)OC
6468,BRD-K71523771,COc1ccccc1CN1[C@@H](c2ccc(cc2)CO)[C@]2(Cc3ccccc3N(Cc3ccccc3)C2=O)c2ccccc2C1=O
6469,BRD-K06568278,C[C@H]1CN([C@@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2
6470,BRD-K95188691,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)C(=O)NCCN1CCOCC1
6471,BRD-K19471718,C[C@H]1CN([C@H](C)CO)C(=O)CCCn2cc(nn2)CO[C@@H]1CN(C)C(=O)Nc1ccc2c(c1)OCO2
6472,BRD-K81975246,COc1ccc(cc1)CCNC(=O)[C@]1(CC(=O)N(Cc2ccccc2C(F)(F)F)[C@@H]1c1ccc(cc1I)CO)Sc1ccc(cc1)C
6473,BRD-K32681593,OC[C@H]1O[C@@H](C[C@@H]2[C@H]1Oc1ccc(cc12)NC(=O)C1CCOCC1)CC(=O)NCCN1CCCCC1
6474,BRD-K75751321,COc1ccc(cc1)CCN1C(=O)[C@]2(CC(=O)N(CC34CC5CC(CC(C5)C4)C3)[C@@H]2c2ccc(cc21)CO)c1ccc(cc1)[N+](=O)[O-]
6475,BRD-K89689374,Cn1cnc(c1)S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@@H](CC[C@H]21)CC(=O)NC1CCCC1
6476,BRD-K85659175,Cc1ccc(cc1)S[C@@]1(CC(=O)N(Cc2ccccc2Cl)[C@@H]1c1ccc(cc1I)CO)C(=O)NCC(F)(F)F
6477,BRD-K93852877,O[C@H]1COC[C@@H]2O[C@H](CC[C@H]2N(C1)C(=O)c1ccccc1)CC(=O)NCCCN1CCOCC1
