num,init_lr,dropout,hiddensize,ffn num layers,depth,mean auc,mean prc-auc
116.0,0.001,0.3,300.0,3.0,5.0,0.7722885165740493,0.5124341334164407
117.0,0.001,0.3,500.0,1.0,3.0,0.7074150222434324,0.448307174781887
118.0,0.001,0.3,500.0,1.0,4.0,0.7456258855708574,0.4820174364082154
119.0,0.001,0.3,500.0,1.0,5.0,0.7378455756353574,0.4412046446863097
120.0,0.001,0.3,500.0,2.0,3.0,0.7665102701469712,0.4876630448633749
121.0,0.001,0.3,500.0,2.0,4.0,0.76562593580142,0.4739724567881421
122.0,0.001,0.3,500.0,2.0,5.0,0.7744074528604719,0.4662514314899593
123.0,0.001,0.3,500.0,3.0,3.0,0.7767716665463391,0.5121337565070123
124.0,0.001,0.3,500.0,3.0,4.0,0.7847271702625566,0.5510869105328263
125.0,0.001,0.3,500.0,3.0,5.0,0.7820142477351428,0.5543876257071334
126.0,0.001,0.3,700.0,1.0,3.0,0.7420241186250477,0.4904229840323692
127.0,0.001,0.3,700.0,1.0,4.0,0.7492523595145678,0.5059349006565353
128.0,0.001,0.3,700.0,1.0,5.0,0.749339269515171,0.4898940339170843
129.0,0.001,0.3,700.0,2.0,3.0,0.7622820773002115,0.5010272598185889
130.0,0.001,0.3,700.0,2.0,4.0,0.7658081032221102,0.4745732858639912
131.0,0.001,0.3,700.0,2.0,5.0,0.7820200012319539,0.4924779254261455
132.0,0.001,0.3,700.0,3.0,3.0,0.7850438868681353,0.5330515889812337
133.0,0.001,0.3,700.0,3.0,4.0,0.7945448777344684,0.5636166052261169
134.0,0.001,0.3,700.0,3.0,5.0,0.7983667406453124,0.5843769980708535
135.0,0.001,0.3,1000.0,1.0,3.0,0.7526186039301627,0.5172201678933485
136.0,0.001,0.3,1000.0,1.0,4.0,0.751931208485105,0.496495780722689
137.0,0.001,0.3,1000.0,1.0,5.0,0.7469148717261174,0.4805659174403735
138.0,0.001,0.3,1000.0,2.0,3.0,0.7413760337305776,0.4279139661584907
139.0,0.001,0.3,1000.0,2.0,4.0,0.7878283789572277,0.5256666281498052
140.0,0.001,0.3,1000.0,2.0,5.0,0.7751955112401255,0.5230222194213203
141.0,0.001,0.3,1000.0,3.0,3.0,0.7807022205801188,0.5480220725268319
142.0,0.001,0.3,1000.0,3.0,4.0,0.7917866519907323,0.524154512771473
143.0,0.001,0.3,1000.0,3.0,5.0,0.7922352310745548,0.5635706856678008
144.0,0.001,0.3,1200.0,1.0,3.0,0.7479632369397285,0.5095743681139019
145.0,0.001,0.3,1200.0,1.0,4.0,0.7472723902955879,0.5104399540778909
146.0,0.001,0.3,1200.0,1.0,5.0,0.7470223840091769,0.5002067939601638
147.0,0.001,0.3,1200.0,2.0,3.0,0.7489142567546269,0.4540548722963595
148.0,0.001,0.3,1200.0,2.0,4.0,0.7724572050872682,0.5098161566885773
149.0,0.001,0.3,1200.0,2.0,5.0,0.7681136645460471,0.4767844136772761
150.0,0.001,0.3,1200.0,3.0,3.0,0.7962620820227156,0.585012664750017
151.0,0.001,0.3,1200.0,3.0,4.0,0.8015542030678461,0.6024041588487318
152.0,0.001,0.3,1200.0,3.0,5.0,0.7955630094942211,0.5635404432036352
153.0,0.001,0.3,1500.0,1.0,3.0,0.755295421279432,0.5313956087281818
154.0,0.001,0.3,1500.0,1.0,4.0,0.7602016136674337,0.5058752221214753
155.0,0.001,0.3,1500.0,1.0,5.0,0.750841249208964,0.4932384754568278
156.0,0.001,0.3,1500.0,2.0,3.0,0.7711488683002511,0.5258808025038811
157.0,0.001,0.3,1500.0,2.0,4.0,0.7609155798045433,0.5323848683593112
158.0,0.001,0.3,1500.0,2.0,5.0,0.7673136313939776,0.4919758280847912
159.0,0.001,0.3,1500.0,3.0,3.0,0.7814184254062005,0.509671596268935
160.0,0.001,0.3,1500.0,3.0,4.0,0.7918438195970753,0.5499785821673956
161.0,0.001,0.3,1500.0,3.0,5.0,0.795807404767435,0.5442271577097253
162.0,0.001,0.4,300.0,1.0,3.0,0.7145830377264808,0.4183936462797601
163.0,0.001,0.4,300.0,1.0,4.0,0.7153149531096367,0.4293470591279982
164.0,0.001,0.4,300.0,1.0,5.0,0.7153511692638577,0.429607838285921
165.0,0.001,0.4,300.0,2.0,3.0,0.7654972698752053,0.4742694789604814
166.0,0.001,0.4,300.0,2.0,4.0,0.7653656405018504,0.4677231784345796
167.0,0.001,0.4,300.0,2.0,5.0,0.7654785494790047,0.4750831625504888
168.0,0.001,0.4,300.0,3.0,3.0,0.7447391373578194,0.4464457069392282
169.0,0.001,0.4,300.0,3.0,4.0,0.7606789811837965,0.4715942446573116
170.0,0.001,0.4,300.0,3.0,5.0,0.7586711117225423,0.4810012536303229
171.0,0.001,0.4,500.0,1.0,3.0,0.7134174505652032,0.4311904755471685
172.0,0.001,0.4,500.0,1.0,4.0,0.7465117449999475,0.4496821508497536
173.0,0.001,0.4,500.0,1.0,5.0,0.7412912896081233,0.4397864643532538
174.0,0.001,0.4,500.0,2.0,3.0,0.759669892850538,0.4867867574728651
175.0,0.001,0.4,500.0,2.0,4.0,0.7594504586285972,0.4668968443812472
176.0,0.001,0.4,500.0,2.0,5.0,0.7601582823649601,0.4800602863412953
177.0,0.001,0.4,500.0,3.0,3.0,0.767662534581477,0.4806337457050291
178.0,0.001,0.4,500.0,3.0,4.0,0.7497834710443908,0.4825726658899131
179.0,0.001,0.4,500.0,3.0,5.0,0.7769048585748052,0.4916179564386074
180.0,0.001,0.4,700.0,1.0,3.0,0.7447659599405462,0.4541126557409292
181.0,0.001,0.4,700.0,1.0,4.0,0.742620058587783,0.4809279500291012
182.0,0.001,0.4,700.0,1.0,5.0,0.7505615911495674,0.483038580113329
183.0,0.001,0.4,700.0,2.0,3.0,0.7545100247566024,0.4815404004942973
184.0,0.001,0.4,700.0,2.0,4.0,0.7587827563272462,0.4616405221472228
185.0,0.001,0.4,700.0,2.0,5.0,0.750613078663604,0.4696624856940024
186.0,0.001,0.4,700.0,3.0,3.0,0.7734028321094089,0.5196384935006084
187.0,0.001,0.4,700.0,3.0,4.0,0.766514383089148,0.5164794241763543
188.0,0.001,0.4,700.0,3.0,5.0,0.7796378001347867,0.5350817155119257
189.0,0.001,0.4,1000.0,1.0,3.0,0.7158819300549988,0.446737610420187
190.0,0.001,0.4,1000.0,1.0,4.0,0.7497843471065871,0.4966023015484437
191.0,0.001,0.4,1000.0,1.0,5.0,0.7442252238970376,0.4801665009741997
192.0,0.001,0.4,1000.0,2.0,3.0,0.7401171594940453,0.4268426327437843
193.0,0.001,0.4,1000.0,2.0,4.0,0.7648692670283773,0.4906278344220113
194.0,0.001,0.4,1000.0,2.0,5.0,0.7786622876410902,0.5228969539972604
195.0,0.001,0.4,1000.0,3.0,3.0,0.7856242908586295,0.5260289669803643
196.0,0.001,0.4,1000.0,3.0,4.0,0.7916648426643792,0.5495076098388701
197.0,0.001,0.4,1000.0,3.0,5.0,0.7809876382003614,0.5093010289513646
198.0,0.001,0.4,1200.0,1.0,3.0,0.7490254263291396,0.5024777461062909
199.0,0.001,0.4,1200.0,1.0,4.0,0.7426789783185188,0.4991882245999466
200.0,0.001,0.4,1200.0,1.0,5.0,0.7360101375113497,0.4654839546417579
201.0,0.001,0.4,1200.0,2.0,3.0,0.7573086116979552,0.4849670416483052
202.0,0.001,0.4,1200.0,2.0,4.0,0.7529197612826954,0.4408755450516408
203.0,0.001,0.4,1200.0,2.0,5.0,0.7757488783287906,0.4998631402115057
204.0,0.001,0.4,1200.0,3.0,3.0,0.7778889212727004,0.5516370095425132
205.0,0.001,0.4,1200.0,3.0,4.0,0.7832346432539953,0.5722355862866083
206.0,0.001,0.4,1200.0,3.0,5.0,0.7793628643046399,0.5309336277761105
207.0,0.001,0.4,1500.0,1.0,3.0,0.7554069228068405,0.5177479887586367
208.0,0.001,0.4,1500.0,1.0,4.0,0.747787024613201,0.5017859437152268
209.0,0.001,0.4,1500.0,1.0,5.0,0.7462866412447537,0.473437419443572
210.0,0.001,0.4,1500.0,2.0,3.0,0.7871044033038342,0.5554700544533823
211.0,0.001,0.4,1500.0,2.0,4.0,0.7673744054047686,0.5302317674986247
212.0,0.001,0.4,1500.0,2.0,5.0,0.7670587012809654,0.5094783930929087
213.0,0.001,0.4,1500.0,3.0,3.0,0.7751180644838077,0.5341367105805247
214.0,0.001,0.4,1500.0,3.0,4.0,0.7870650027256539,0.5359356749892684
215.0,0.001,0.4,1500.0,3.0,5.0,0.7833987520215787,0.5193505357208862
216.0,0.0001,0.1,300.0,1.0,3.0,0.6993555337737463,0.4163712459882287
217.0,0.0001,0.1,300.0,1.0,4.0,0.710839323049318,0.429612242865319
218.0,0.0001,0.1,300.0,1.0,5.0,0.7070001411279841,0.4320643826367751
219.0,0.0001,0.1,300.0,2.0,3.0,0.777650598133761,0.4821126995028197
220.0,0.0001,0.1,300.0,2.0,4.0,0.7788043081832664,0.4812242380877194
221.0,0.0001,0.1,300.0,2.0,5.0,0.7837891195097453,0.479197027188619
222.0,0.0001,0.1,300.0,3.0,3.0,0.8227101231620284,0.5436943042304537
223.0,0.0001,0.1,300.0,3.0,4.0,0.8087768589813531,0.51774556594776
224.0,0.0001,0.1,300.0,3.0,5.0,0.8081004579281547,0.5345107164224574
225.0,0.0001,0.1,500.0,1.0,3.0,0.7556746579561602,0.5026169188078718
226.0,0.0001,0.1,500.0,1.0,4.0,0.7435118858327869,0.4770869872436101
227.0,0.0001,0.1,500.0,1.0,5.0,0.743526837961458,0.4470176664825415
228.0,0.0001,0.1,500.0,2.0,3.0,0.7594916434323896,0.4800024741015028
229.0,0.0001,0.1,500.0,2.0,4.0,0.7644615214159837,0.5108988801496347
230.0,0.0001,0.1,500.0,2.0,5.0,0.7773795360768676,0.5003846351688775
231.0,0.0001,0.1,500.0,3.0,3.0,0.8129390236068406,0.5688940924889031
232.0,0.0001,0.1,500.0,3.0,4.0,0.8044494239651762,0.5541250367484536
233.0,0.0001,0.1,500.0,3.0,5.0,0.7904364438070081,0.5575881554243513
234.0,0.0001,0.1,700.0,1.0,3.0,0.7469930305188521,0.5120427256836848
235.0,0.0001,0.1,700.0,1.0,4.0,0.7439768117732749,0.4967972142627224
236.0,0.0001,0.1,700.0,1.0,5.0,0.7328005741416574,0.4809325919325627
237.0,0.0001,0.1,700.0,2.0,3.0,0.752284257309682,0.4802101751736882
238.0,0.0001,0.1,700.0,2.0,4.0,0.7697782788108894,0.5347546678832803
239.0,0.0001,0.1,700.0,2.0,5.0,0.7670674127545641,0.5208042782930294
240.0,0.0001,0.1,700.0,3.0,3.0,0.7980675004182861,0.5559008183807351
241.0,0.0001,0.1,700.0,3.0,4.0,0.8110915531656956,0.5839148452872568
242.0,0.0001,0.1,700.0,3.0,5.0,0.8031441434092716,0.5541244256186887
243.0,0.0001,0.1,1000.0,1.0,3.0,0.7505087950337925,0.5425558281022366
244.0,0.0001,0.1,1000.0,1.0,4.0,0.7492179667265466,0.5062130288343057
245.0,0.0001,0.1,1000.0,1.0,5.0,0.7480305316961485,0.5041169311968726
246.0,0.0001,0.1,1000.0,2.0,3.0,0.7275961170305147,0.428875674109181
247.0,0.0001,0.1,1000.0,2.0,4.0,0.7580266322571859,0.5499581234298746
248.0,0.0001,0.1,1000.0,2.0,5.0,0.7647130782294361,0.5144393331826627
249.0,0.0001,0.1,1000.0,3.0,3.0,0.8185776230312777,0.5813982864808304
250.0,0.0001,0.1,1000.0,3.0,4.0,0.8019696752782629,0.55616166825645
251.0,0.0001,0.1,1000.0,3.0,5.0,0.8046238211522364,0.556849407901883
252.0,0.0001,0.1,1200.0,1.0,3.0,0.7497105785902063,0.5357679026193679
253.0,0.0001,0.1,1200.0,1.0,4.0,0.7312527659080277,0.5205425009581234
254.0,0.0001,0.1,1200.0,1.0,5.0,0.7459836963589538,0.5192138189614951
255.0,0.0001,0.1,1200.0,2.0,3.0,0.7523070397610546,0.461383448909451
256.0,0.0001,0.1,1200.0,2.0,4.0,0.7492245714357336,0.5022678703912963
257.0,0.0001,0.1,1200.0,2.0,5.0,0.7716925838627121,0.5446779081755392
258.0,0.0001,0.1,1200.0,3.0,3.0,0.8034130529034487,0.5849019900811441
259.0,0.0001,0.1,1200.0,3.0,4.0,0.7947237828316757,0.5850735943510718
260.0,0.0001,0.1,1200.0,3.0,5.0,0.7934891499769486,0.5639285761193303
261.0,0.0001,0.1,1500.0,1.0,3.0,0.7372405928398093,0.516219524791858
262.0,0.0001,0.1,1500.0,1.0,4.0,0.7434707922439512,0.5365464337401117
263.0,0.0001,0.1,1500.0,1.0,5.0,0.7525075122551733,0.5308368309602295
264.0,0.0001,0.1,1500.0,2.0,3.0,0.7630678251554045,0.5107159223841883
265.0,0.0001,0.1,1500.0,2.0,4.0,0.7530487360506243,0.5172812336194598
266.0,0.0001,0.1,1500.0,2.0,5.0,0.7587997191287009,0.56166431560719
267.0,0.0001,0.1,1500.0,3.0,3.0,0.7918638380359612,0.5267822454001444
268.0,0.0001,0.1,1500.0,3.0,4.0,0.7933560540401103,0.5654358245896091
269.0,0.0001,0.1,1500.0,3.0,5.0,0.7874476508671954,0.5572159208813829
270.0,0.0001,0.2,300.0,1.0,3.0,0.7024173540183064,0.4085149902931891
271.0,0.0001,0.2,300.0,1.0,4.0,0.7249702260388345,0.4427263183446138
272.0,0.0001,0.2,300.0,1.0,5.0,0.7203472080870844,0.431784582345493
273.0,0.0001,0.2,300.0,2.0,3.0,0.7695815364190469,0.4809890513979587
274.0,0.0001,0.2,300.0,2.0,4.0,0.7768198310541393,0.4780528804833919
275.0,0.0001,0.2,300.0,2.0,5.0,0.7680582799779524,0.4676442018910928
276.0,0.0001,0.2,300.0,3.0,3.0,0.8203709484269575,0.5305781196727541
277.0,0.0001,0.2,300.0,3.0,4.0,0.7954934124400729,0.51451500366418
278.0,0.0001,0.2,300.0,3.0,5.0,0.8173466026450337,0.5367149386403848
279.0,0.0001,0.2,500.0,1.0,3.0,0.7517112931689383,0.4911803530706164
280.0,0.0001,0.2,500.0,1.0,4.0,0.7480852793709701,0.4758073701894992
281.0,0.0001,0.2,500.0,1.0,5.0,0.7473954827801771,0.4484290062060326
282.0,0.0001,0.2,500.0,2.0,3.0,0.7620191550014163,0.4981115213344864
283.0,0.0001,0.2,500.0,2.0,4.0,0.7695402539546108,0.4920165726792034
284.0,0.0001,0.2,500.0,2.0,5.0,0.7727078349515194,0.4803979234375696
285.0,0.0001,0.2,500.0,3.0,3.0,0.781266615730878,0.5197234976343358
286.0,0.0001,0.2,500.0,3.0,4.0,0.802041397882609,0.5578374530545335
287.0,0.0001,0.2,500.0,3.0,5.0,0.7944604589071934,0.5604081672544309
288.0,0.0001,0.2,700.0,1.0,3.0,0.7456312104294636,0.4961859231184758
289.0,0.0001,0.2,700.0,1.0,4.0,0.7445480823096817,0.501913033311406
290.0,0.0001,0.2,700.0,1.0,5.0,0.7426765456652462,0.4732326931075281
291.0,0.0001,0.2,700.0,2.0,3.0,0.7595305965865787,0.4973311383542828
292.0,0.0001,0.2,700.0,2.0,4.0,0.759676165606829,0.4575351067659963
293.0,0.0001,0.2,700.0,2.0,5.0,0.7842741611681103,0.514370605394418
294.0,0.0001,0.2,700.0,3.0,3.0,0.7890202124907121,0.5572461731866657
295.0,0.0001,0.2,700.0,3.0,4.0,0.8040650634335117,0.5867560212029368
296.0,0.0001,0.2,700.0,3.0,5.0,0.7935024278807501,0.5075110967754118
297.0,0.0001,0.2,1000.0,1.0,3.0,0.7486085997186794,0.5428988572086179
298.0,0.0001,0.2,1000.0,1.0,4.0,0.7458396502595449,0.5013407772047743
299.0,0.0001,0.2,1000.0,1.0,5.0,0.7534431706826634,0.5108639005543089
300.0,0.0001,0.2,1000.0,2.0,3.0,0.7548877872367967,0.4811081714912631
301.0,0.0001,0.2,1000.0,2.0,4.0,0.7787898565282894,0.5397999962266039
302.0,0.0001,0.2,1000.0,2.0,5.0,0.7605408074023554,0.5166948159496368
303.0,0.0001,0.2,1000.0,3.0,3.0,0.8023519787451575,0.571382131115656
304.0,0.0001,0.2,1000.0,3.0,4.0,0.7972027355186136,0.5420662399390056
305.0,0.0001,0.2,1000.0,3.0,5.0,0.7968343844203657,0.5805494918921641
306.0,0.0001,0.2,1200.0,1.0,3.0,0.7432318582489228,0.5321173071123059
307.0,0.0001,0.2,1200.0,1.0,4.0,0.7338825091307961,0.5269560043632532
308.0,0.0001,0.2,1200.0,1.0,5.0,0.7329724868131059,0.4845803006049126
309.0,0.0001,0.2,1200.0,2.0,3.0,0.7419925174557133,0.4514458598084653
310.0,0.0001,0.2,1200.0,2.0,4.0,0.7861722933544186,0.5488016284468559
311.0,0.0001,0.2,1200.0,2.0,5.0,0.7638439937015349,0.5161361648396873
312.0,0.0001,0.2,1200.0,3.0,3.0,0.7883818951872231,0.5403407939584417
313.0,0.0001,0.2,1200.0,3.0,4.0,0.8010024323045272,0.5630979356184852
314.0,0.0001,0.2,1200.0,3.0,5.0,0.7849684656690505,0.5630760088643508
315.0,0.0001,0.2,1500.0,1.0,3.0,0.7387116624522015,0.5084761473104761
316.0,0.0001,0.2,1500.0,1.0,4.0,0.7425959735987062,0.5258881160338138
317.0,0.0001,0.2,1500.0,1.0,5.0,0.753319857221255,0.4864254361307745
318.0,0.0001,0.2,1500.0,2.0,3.0,0.7623937009564319,0.5241814613656689
319.0,0.0001,0.2,1500.0,2.0,4.0,0.7536303983495339,0.486380804434988
320.0,0.0001,0.2,1500.0,2.0,5.0,0.7756126758675163,0.5559099054400426
321.0,0.0001,0.2,1500.0,3.0,3.0,0.7828713839094649,0.5284685369708609
322.0,0.0001,0.2,1500.0,3.0,4.0,0.7955180818664016,0.5611573247036454
323.0,0.0001,0.2,1500.0,3.0,5.0,0.8020445380772799,0.5500925910672425
324.0,0.0001,0.3,300.0,1.0,3.0,0.7236038583050287,0.426612400853499
