num,init_lr,dropout,hiddensize,ffn num layers,depth,mean auc,mean prc-auc
325.0,0.0001,0.3,300.0,1.0,4.0,0.7039498405987977,0.4210350855724873
326.0,0.0001,0.3,300.0,1.0,5.0,0.6965638680163456,0.4199430721014903
327.0,0.0001,0.3,300.0,2.0,3.0,0.7272480429195438,0.3788374832057667
328.0,0.0001,0.3,300.0,2.0,4.0,0.7647938385778943,0.4740226740274072
329.0,0.0001,0.3,300.0,2.0,5.0,0.7389331028519074,0.3862188615740167
330.0,0.0001,0.3,300.0,3.0,3.0,0.7782503842635494,0.4961849441070209
331.0,0.0001,0.3,300.0,3.0,4.0,0.786154473870235,0.4859713805540696
332.0,0.0001,0.3,300.0,3.0,5.0,0.7803554124106141,0.5017147751342388
333.0,0.0001,0.3,500.0,1.0,3.0,0.706422150411295,0.4348294071742069
334.0,0.0001,0.3,500.0,1.0,4.0,0.7434841938455806,0.4747472346673237
335.0,0.0001,0.3,500.0,1.0,5.0,0.7416599456467486,0.4514328559607765
336.0,0.0001,0.3,500.0,2.0,3.0,0.7618497462250474,0.4933832980462789
337.0,0.0001,0.3,500.0,2.0,4.0,0.7651782576296148,0.4718883599846786
338.0,0.0001,0.3,500.0,2.0,5.0,0.771745593703908,0.4656925382631272
339.0,0.0001,0.3,500.0,3.0,3.0,0.7820802123476587,0.4991439020040678
340.0,0.0001,0.3,500.0,3.0,4.0,0.7904528221712108,0.5440877802456994
341.0,0.0001,0.3,500.0,3.0,5.0,0.7905029652505758,0.5508467260173646
342.0,0.0001,0.3,700.0,1.0,3.0,0.7423116518301159,0.4736711905683561
343.0,0.0001,0.3,700.0,1.0,4.0,0.7429725041893219,0.4701511953443592
344.0,0.0001,0.3,700.0,1.0,5.0,0.7386742210661182,0.4434726240014048
345.0,0.0001,0.3,700.0,2.0,3.0,0.7743371482649253,0.507168045996703
346.0,0.0001,0.3,700.0,2.0,4.0,0.7646427221532028,0.4555952766451009
347.0,0.0001,0.3,700.0,2.0,5.0,0.7638176582770694,0.4968736537254852
348.0,0.0001,0.3,700.0,3.0,3.0,0.7792552171710172,0.5070384732594803
349.0,0.0001,0.3,700.0,3.0,4.0,0.7885755380939986,0.5446765091524836
350.0,0.0001,0.3,700.0,3.0,5.0,0.7945974010110851,0.5014105334819837
351.0,0.0001,0.3,1000.0,1.0,3.0,0.7467644755645755,0.5279283189501456
352.0,0.0001,0.3,1000.0,1.0,4.0,0.7459306080245526,0.5104819309053006
353.0,0.0001,0.3,1000.0,1.0,5.0,0.7601561215755114,0.5011019389034527
354.0,0.0001,0.3,1000.0,2.0,3.0,0.7636714971865163,0.5133287956219911
355.0,0.0001,0.3,1000.0,2.0,4.0,0.780914415955979,0.529358185618347
356.0,0.0001,0.3,1000.0,2.0,5.0,0.7759913204739415,0.496236452694404
357.0,0.0001,0.3,1000.0,3.0,3.0,0.78408776317145,0.5886834450247432
358.0,0.0001,0.3,1000.0,3.0,4.0,0.7943828906157454,0.5421851303910489
359.0,0.0001,0.3,1000.0,3.0,5.0,0.8059465195666379,0.5715267806199646
360.0,0.0001,0.3,1200.0,1.0,3.0,0.7434872943059818,0.5215693016056598
361.0,0.0001,0.3,1200.0,1.0,4.0,0.7386322326292999,0.5256917157126169
362.0,0.0001,0.3,1200.0,1.0,5.0,0.7453825088434541,0.504484896341537
363.0,0.0001,0.3,1200.0,2.0,3.0,0.7667957087156974,0.4819775256739185
364.0,0.0001,0.3,1200.0,2.0,4.0,0.7680628912311254,0.515048547818352
365.0,0.0001,0.3,1200.0,2.0,5.0,0.772162576113415,0.5028590013817257
366.0,0.0001,0.3,1200.0,3.0,3.0,0.7837453077067272,0.5662593622397328
367.0,0.0001,0.3,1200.0,3.0,4.0,0.7968037720279438,0.5784737888116807
368.0,0.0001,0.3,1200.0,3.0,5.0,0.7764235211935612,0.5445820658150645
369.0,0.0001,0.3,1500.0,1.0,3.0,0.7385558342725022,0.5005133251475505
370.0,0.0001,0.3,1500.0,1.0,4.0,0.7475531177877995,0.5209457732798094
371.0,0.0001,0.3,1500.0,1.0,5.0,0.7535586420749528,0.5238969351811307
372.0,0.0001,0.3,1500.0,2.0,3.0,0.7835469801422738,0.5745924400004174
373.0,0.0001,0.3,1500.0,2.0,4.0,0.7572749961241234,0.5373571710460716
374.0,0.0001,0.3,1500.0,2.0,5.0,0.7668105753117941,0.5539063836968978
375.0,0.0001,0.3,1500.0,3.0,3.0,0.7773499997749777,0.5455322447706022
376.0,0.0001,0.3,1500.0,3.0,4.0,0.7891596457679322,0.5808253451156514
377.0,0.0001,0.3,1500.0,3.0,5.0,0.7902618068573427,0.5494881667399892
378.0,0.0001,0.4,300.0,1.0,3.0,0.7119494671224452,0.4166725292079511
379.0,0.0001,0.4,300.0,1.0,4.0,0.7127722750928367,0.4189937567407584
380.0,0.0001,0.4,300.0,1.0,5.0,0.7088675123742219,0.414515782703829
381.0,0.0001,0.4,300.0,2.0,3.0,0.7626387258715205,0.4663028556465429
382.0,0.0001,0.4,300.0,2.0,4.0,0.7365303446769064,0.410789555466085
383.0,0.0001,0.4,300.0,2.0,5.0,0.7200485634500455,0.373325689066795
384.0,0.0001,0.4,300.0,3.0,3.0,0.7261610801670967,0.4258481229190816
385.0,0.0001,0.4,300.0,3.0,4.0,0.7574900582618144,0.4571363110842052
386.0,0.0001,0.4,300.0,3.0,5.0,0.743367387814368,0.4521389975949368
387.0,0.0001,0.4,500.0,1.0,3.0,0.7027596552529984,0.4342679826235812
388.0,0.0001,0.4,500.0,1.0,4.0,0.6958646209030183,0.4351207841635859
389.0,0.0001,0.4,500.0,1.0,5.0,0.7045888721014016,0.4299531586846392
390.0,0.0001,0.4,500.0,2.0,3.0,0.7593454375188662,0.4916165933927869
391.0,0.0001,0.4,500.0,2.0,4.0,0.7663104909034834,0.4827965941483667
392.0,0.0001,0.4,500.0,2.0,5.0,0.7716935763713382,0.495390428952737
393.0,0.0001,0.4,500.0,3.0,3.0,0.7588345460252807,0.4608940364094627
394.0,0.0001,0.4,500.0,3.0,4.0,0.774501237653041,0.5012144159258253
395.0,0.0001,0.4,500.0,3.0,5.0,0.7258894546214348,0.4557287418126556
396.0,0.0001,0.4,700.0,1.0,3.0,0.7412447402114553,0.4557321677097318
397.0,0.0001,0.4,700.0,1.0,4.0,0.7421973481249671,0.4709702582315072
398.0,0.0001,0.4,700.0,1.0,5.0,0.7359523269476987,0.4416696580576441
399.0,0.0001,0.4,700.0,2.0,3.0,0.7541256184266333,0.4737317751023447
400.0,0.0001,0.4,700.0,2.0,4.0,0.7670279209614272,0.4822267822826996
401.0,0.0001,0.4,700.0,2.0,5.0,0.7377497547265018,0.4374081707081994
402.0,0.0001,0.4,700.0,3.0,3.0,0.7622809996406638,0.4472151895290622
403.0,0.0001,0.4,700.0,3.0,4.0,0.7621679100146418,0.4599986966419346
404.0,0.0001,0.4,700.0,3.0,5.0,0.7849588002337321,0.5244315459192718
405.0,0.0001,0.4,1000.0,1.0,3.0,0.7508444336329235,0.5044708012010094
406.0,0.0001,0.4,1000.0,1.0,4.0,0.7489562518491617,0.5023262886472705
407.0,0.0001,0.4,1000.0,1.0,5.0,0.7503462953133063,0.481809010202124
408.0,0.0001,0.4,1000.0,2.0,3.0,0.76384458360914,0.5054330410942574
409.0,0.0001,0.4,1000.0,2.0,4.0,0.7642144537268925,0.4879899142205604
410.0,0.0001,0.4,1000.0,2.0,5.0,0.7386937042161178,0.4459869024788499
411.0,0.0001,0.4,1000.0,3.0,3.0,0.7737091575461669,0.533991875264153
412.0,0.0001,0.4,1000.0,3.0,4.0,0.7439709570961354,0.4452458304681887
413.0,0.0001,0.4,1000.0,3.0,5.0,0.7794353872343566,0.5186933352186931
414.0,0.0001,0.4,1200.0,1.0,3.0,0.7434943712889809,0.5113493610248054
415.0,0.0001,0.4,1200.0,1.0,4.0,0.7425120021954229,0.5093999001616608
416.0,0.0001,0.4,1200.0,1.0,5.0,0.7482330097743507,0.4932366853358716
417.0,0.0001,0.4,1200.0,2.0,3.0,0.7516490023013404,0.4682100672672877
418.0,0.0001,0.4,1200.0,2.0,4.0,0.7804461685782705,0.543917416924901
419.0,0.0001,0.4,1200.0,2.0,5.0,0.7696301804520571,0.5155113057865545
420.0,0.0001,0.4,1200.0,3.0,3.0,0.7724488631381375,0.5245380615491021
421.0,0.0001,0.4,1200.0,3.0,4.0,0.7830395592272389,0.5629796247645232
422.0,0.0001,0.4,1200.0,3.0,5.0,0.7741350336471561,0.529995811056311
423.0,0.0001,0.4,1500.0,1.0,3.0,0.7422567992432524,0.5283233964324627
424.0,0.0001,0.4,1500.0,1.0,4.0,0.74861140189642,0.5013248890160474
425.0,0.0001,0.4,1500.0,1.0,5.0,0.7575892425048577,0.5076810790803178
426.0,0.0001,0.4,1500.0,2.0,3.0,0.7677830188526263,0.5646484058725944
427.0,0.0001,0.4,1500.0,2.0,4.0,0.7659536722423606,0.5513335560169894
428.0,0.0001,0.4,1500.0,2.0,5.0,0.7806876191901297,0.563565197061088
429.0,0.0001,0.4,1500.0,3.0,3.0,0.7768060389795585,0.5627052853658286
430.0,0.0001,0.4,1500.0,3.0,4.0,0.7750316543632167,0.5384359181118681
431.0,0.0001,0.4,1500.0,3.0,5.0,0.7758875195073722,0.5495800399163983
